respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,prediction_top_sim,prediction_margin,predicted_waypoint,semantic_quality,has_semantic_score,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0008,WAYPOINT0,comic,lot,stealing,q2,metacognitive,"I came to that conclusion because people frequently develop unique hobbies, and since I really don't know the actual reason, collecting seemed like a plausible enough explanation.",27,0.0,0.0,0.0,0.25,,,,,0.0375,0.4539,0.387,0.4416,0.4246,0.4539,0.0123,,0.4968,True,0.3131,,,,,0.0,1.0,0.0,0.0
R0008,WAYPOINT0,comic,lot,stealing,q3,inference,The main takeaway from this narrative is that you should always make sure to enjoy a large ice cream cone when you are visiting a shop.,26,0.2,0.0,0.0667,0.25,,,,,0.1108,0.5937,0.512,0.4962,0.4757,0.5937,0.0816,,0.4703,True,0.3265,,,,,0.0,1.0,0.0,0.0
R0008,WAYPOINT0,comic,lot,stealing,q4,metacognitive,"I formulated this answer because there is a very detailed drawing of a giant blue ice cream cone on the wall of the parlor, which really stood out to me.",30,0.2,0.0,0.1,0.0,,,,,0.085,0.5647,0.3781,0.3911,0.4068,0.5647,0.1578,,0.4559,True,0.3075,,,,,0.0,0.0,0.0,0.0
R0009,WAYPOINT1,text,lot,cat,q1,inference,"The red-headed boy kept the cat because he saw how sad the cat was while it was wet, cold, and shaking in the rain.",24,0.4,0.2,0.2,0.5,0.0,1.0,0.0,1.0,0.295,0.4887,0.864,0.7174,0.674,0.864,0.1466,WAYPOINT1,0.5248,True,0.4329,,,,,,,,
R0009,WAYPOINT1,text,lot,cat,q2,metacognitive,"The story directly mentions that Bruno noticed the cat was sad when the other boys were laughing at it, which caused him to call the cat a real friend and take it home.",33,0.6,0.2,0.2667,0.75,0.0,1.0,1.0,1.0,0.4058,0.4697,0.8761,0.5178,0.8286,0.8761,0.0475,,0.5445,True,0.489,,,,,,,,
R0009,WAYPOINT1,text,lot,cat,q3,inference,"A lesson you could learn is that if other boys say they will not let you play basketball with them for touching a dirty cat, you can just pet it anyways and take it home.",35,0.8,0.0,0.1333,0.25,0.0,1.0,0.0,0.0,0.2842,0.544,0.7044,0.6388,0.675,0.7044,0.0294,,0.5213,True,0.4265,,,,,,,,
R0009,WAYPOINT1,text,lot,cat,q4,metacognitive,"I wrote this because the text explicitly states that the other boys told Bruno he couldn't play basketball if he touched the cat, but Bruno bent down, petted the cat, and took it to his home.",36,0.4,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.1467,0.3859,0.808,0.4365,0.7481,0.808,0.0599,WAYPOINT1,0.5501,True,0.3887,,,,,,,,
R0009,WAYPOINT1,text,lot,lying,q1,inference,Sarah decides not to tell the teacher because Rachel directly asks her to keep quiet and points out that they are best friends.,23,0.4,0.0,0.0667,0.5,,,,,0.1983,0.5437,0.8858,0.8117,0.8507,0.8858,0.0352,,0.5457,True,0.4067,0.0,1.0,0.0,1.0,,,,
R0009,WAYPOINT1,text,lot,lying,q2,metacognitive,"I concluded this because right after Rachel is caught copying, she whispers to Sarah, 'Don't tell on me. I'm your best friend,' and then Sarah immediately tells the teacher that nothing is going on.",34,0.8,0.4,0.6,0.75,,,,,0.6225,0.3848,0.7453,0.6049,0.6888,0.7453,0.0565,WAYPOINT1,0.5531,True,0.5809,1.0,1.0,1.0,0.0,,,,
R0009,WAYPOINT1,text,lot,lying,q3,inference,"A lesson someone could learn is that if you choose not to study for a test, you might end up just guessing or copying someone else's answers.",27,0.2,0.0,0.0333,0.0,,,,,0.0617,0.6187,0.8264,0.5692,0.5574,0.8264,0.2077,WAYPOINT1,0.4714,True,0.3075,0.0,0.0,0.0,0.0,,,,
R0009,WAYPOINT1,text,lot,lying,q4,metacognitive,"I based this on the text where Rachel admits she didn't study at all, and during the test Sarah sees her rapidly guessing and then looking over another student's shoulder to copy his answer sheet.",35,0.6,0.0,0.2,0.25,,,,,0.2575,0.3964,0.8169,0.4442,0.655,0.8169,0.1619,WAYPOINT1,0.5291,True,0.4205,1.0,0.0,0.0,0.0,,,,
R0009,WAYPOINT1,text,lot,stealing,q1,inference,"Billy kept the lady's wallet because it contained exactly $300, which he realized he could use to purchase the beautiful bike he desired.",23,0.6,0.0,0.2,0.0,,,,,0.22,0.4407,0.9001,0.809,0.8353,0.9001,0.0648,WAYPOINT1,0.561,True,0.4246,,,,,0.0,0.0,0.0,0.0
R0009,WAYPOINT1,text,lot,stealing,q2,metacognitive,"The text explicitly states that Billy opened the wallet, found the $300 inside, and directly said he could use that money to buy the red bike.",26,0.8,0.0,0.1333,0.0,,,,,0.2467,0.2998,0.835,0.4486,0.7976,0.835,0.0375,,0.5775,True,0.4452,,,,,0.0,0.0,0.0,0.0
R0009,WAYPOINT1,text,lot,stealing,q3,inference,"A lesson someone might learn is that if you leave your wallet unattended at a table, another person who is upset about not getting a bike might take your money.",30,0.4,0.0,0.0,0.25,,,,,0.1375,0.5172,0.706,0.6495,0.6634,0.706,0.0426,,0.5251,True,0.3701,,,,,0.0,0.0,0.0,1.0
R0009,WAYPOINT1,text,lot,stealing,q4,metacognitive,"I thought of this because the narrative explicitly describes the lady forgetting her wallet on the table next to Billy, which gave him the opportunity to grab it and lie to her about it.",34,0.6,0.5,0.55,0.5,,,,,0.5425,0.4689,0.8457,0.532,0.7223,0.8457,0.1234,WAYPOINT1,0.529,True,0.5344,,,,,1.0,1.0,0.0,0.0
R0010,WAYPOINT1,text,none,cat,q1,inference,He keeped the cat cause it was wet and sad in the rain.,13,0.2,0.2,0.0667,0.25,0.0,0.0,0.0,1.0,0.1608,0.6132,0.9496,0.7777,0.6673,0.9496,0.1719,WAYPOINT1,0.4995,True,0.364,,,,,,,,
R0010,WAYPOINT1,text,none,cat,q2,metacognitive,The story said he saw how sad the cat was.,10,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.075,0.482,0.8679,0.4069,0.6387,0.8679,0.2292,WAYPOINT1,0.5006,True,0.3304,,,,,,,,
R0010,WAYPOINT1,text,none,cat,q3,inference,To take the dirty cat home even if boys say you cant play basketball.,14,0.8,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.275,0.4701,0.5711,0.5128,0.5537,0.5711,0.0174,,0.5152,True,0.4191,,,,,,,,
R0010,WAYPOINT1,text,none,cat,q4,metacognitive,Because the story say Bruno pet the cat anyways when the boys said no basketball.,15,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.185,0.4113,0.8331,0.4249,0.7247,0.8331,0.1084,WAYPOINT1,0.537,True,0.3962,,,,,,,,
R0010,WAYPOINT1,text,none,lying,q1,inference,Rachel said shhhh and told her not to tell.,9,0.4,0.0,0.0,0.0,,,,,0.1,0.63,0.8044,0.6106,0.697,0.8044,0.1074,WAYPOINT1,0.5004,True,0.3402,0.0,0.0,0.0,0.0,,,,
R0010,WAYPOINT1,text,none,lying,q2,metacognitive,I read it in the story where Rachel whispered she is her best friend.,14,0.4,0.2,0.0,0.25,,,,,0.1875,0.3887,0.8394,0.5524,0.6757,0.8394,0.1637,WAYPOINT1,0.5389,True,0.3983,0.0,1.0,0.0,0.0,,,,
R0010,WAYPOINT1,text,none,lying,q3,inference,Dont tell on your best friend.,6,0.2,0.4,0.0,0.75,,,,,0.2625,0.393,0.5158,0.6394,0.5999,0.6394,0.0395,,0.5578,True,0.4397,1.0,1.0,0.0,1.0,,,,
R0010,WAYPOINT1,text,none,lying,q4,metacognitive,Because Sarah said nothing is going on to the teacher.,10,0.4,0.0,0.1333,0.25,,,,,0.1842,0.4029,0.7261,0.4702,0.6275,0.7261,0.0986,WAYPOINT1,0.5313,True,0.3925,1.0,0.0,0.0,0.0,,,,
R0010,WAYPOINT1,text,none,stealing,q1,inference,to buy the red bike.,5,0.2,0.0,0.0333,0.0,,,,,0.0617,0.3998,0.5372,0.518,0.4539,0.5372,0.0193,,0.5125,True,0.3322,,,,,0.0,0.0,0.0,0.0
R0010,WAYPOINT1,text,none,stealing,q2,metacognitive,he said wow is this 300 and said he could buy the bike.,13,0.4,0.0,0.0667,0.0,,,,,0.1233,0.3193,0.5469,0.3818,0.4342,0.5469,0.1127,,0.5178,True,0.36,,,,,0.0,0.0,0.0,0.0
R0010,WAYPOINT1,text,none,stealing,q3,inference,dont leave your wallet on the table.,7,0.4,0.0,0.0,0.0,,,,,0.1,0.3592,0.5335,0.4589,0.3924,0.5335,0.0746,,0.5024,True,0.3414,,,,,0.0,0.0,0.0,0.0
R0010,WAYPOINT1,text,none,stealing,q4,metacognitive,cause the lady forgot her wallet and billy grabbed it.,10,0.6,0.0,0.0,0.0,,,,,0.15,0.4137,0.8302,0.4768,0.6165,0.8302,0.2137,WAYPOINT1,0.5182,True,0.3709,,,,,0.0,0.0,0.0,0.0
R0011,WAYPOINT1,comic,none,cat,q1,inference,he saw the cat was sad.,6,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.075,0.5611,0.734,0.6795,0.609,0.734,0.0545,WAYPOINT1,0.5058,True,0.3335,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q2,metacognitive,it says in the box the red headed boy saw how sad the cat was.,15,0.2,0.2,0.0667,0.5,0.0,1.0,0.0,1.0,0.1983,0.4427,0.6158,0.3631,0.515,0.6158,0.1008,,0.4969,True,0.3775,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q3,inference,pet the cat anyways.,4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5136,0.5018,0.3721,0.4913,0.5136,0.0118,,0.4825,True,0.3095,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q4,metacognitive,because the words said the boy bent down and pet the cat anyways when the kids were mad.,18,0.2,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0617,0.4642,0.7099,0.5165,0.629,0.7099,0.0809,WAYPOINT1,0.5216,True,0.3376,,,,,,,,
R0011,WAYPOINT1,comic,none,lying,q1,inference,rachel said don't tell on me cause they are best friends.,11,0.6,0.0,0.0,0.5,,,,,0.225,0.5654,0.841,0.6973,0.7388,0.841,0.1022,WAYPOINT1,0.5221,True,0.4033,0.0,1.0,0.0,1.0,,,,
R0011,WAYPOINT1,comic,none,lying,q2,metacognitive,i read it in the talking circle.,7,0.0,0.0,0.0,0.0,,,,,0.0,0.4353,0.4876,0.4047,0.4595,0.4876,0.028,,0.499,True,0.2994,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT1,comic,none,lying,q3,inference,to not cheat on the math test.,7,0.0,0.0,0.0,0.0,,,,,0.0,0.5958,0.7116,0.4715,0.5053,0.7116,0.1158,WAYPOINT1,0.4627,True,0.2776,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT1,comic,none,lying,q4,metacognitive,the teacher wrote no cheating on the board.,8,0.0,0.0,0.0,0.0,,,,,0.0,0.4753,0.5919,0.4034,0.4191,0.5919,0.1166,,0.4685,True,0.2811,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT1,comic,none,stealing,q1,inference,he wanted to buy the red bike.,7,0.2,0.0,0.0333,0.25,,,,,0.0992,0.5388,0.6178,0.6328,0.5569,0.6328,0.015,,0.5049,True,0.3426,,,,,0.0,0.0,0.0,1.0
R0011,WAYPOINT1,comic,none,stealing,q2,metacognitive,the picture shows him saying he could buy the red bike with the 300 dollars.,15,0.4,0.0,0.0,0.0,,,,,0.1,0.3603,0.6318,0.441,0.5375,0.6318,0.0943,,0.5288,True,0.3573,,,,,0.0,0.0,0.0,0.0
R0011,WAYPOINT1,comic,none,stealing,q3,inference,dont keep wallets and lie about it.,7,0.0,0.25,0.0,0.25,,,,,0.1,0.3444,0.6035,0.487,0.4396,0.6035,0.1165,,0.515,True,0.349,,,,,0.0,1.0,0.0,0.0
R0011,WAYPOINT1,comic,none,stealing,q4,metacognitive,because at the end he said he didnt know where it is when the lady asked.,16,0.0,0.0,0.0,0.25,,,,,0.0375,0.4641,0.5517,0.3948,0.3925,0.5517,0.0876,,0.4656,True,0.2944,,,,,0.0,0.0,1.0,0.0
R0012,WAYPOINT1,comic,moderate,cat,q1,inference,He kept the cat because he saw how sad it was in the rain and decided to call it his real friend.,22,0.4,0.4,0.2667,0.75,0.0,1.0,1.0,1.0,0.4058,0.555,0.8989,0.8158,0.7164,0.8989,0.0831,WAYPOINT1,0.5224,True,0.4758,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q2,metacognitive,"In the story it says the red headed boy saw how sad the cat was, and then he tells the cat he is taking him to his new home.",29,0.4,0.2,0.1,0.75,0.0,1.0,1.0,1.0,0.2975,0.4644,0.7422,0.3834,0.6078,0.7422,0.1344,WAYPOINT1,0.5054,True,0.4222,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q3,inference,You shouldn't listen to the mean kids when they say you can't play basketball with them if you touch a dirty cat.,22,0.2,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0875,0.4697,0.5645,0.5488,0.5861,0.5861,0.0216,,0.5256,True,0.3504,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q4,metacognitive,"Because the kid in the blue shirt yelled that he wouldn't let him play basketball, but the red headed boy bent down and pet the cat anyways.",27,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.255,0.4324,0.6403,0.4922,0.5761,0.6403,0.0641,,0.522,True,0.4152,,,,,,,,
R0012,WAYPOINT1,comic,moderate,lying,q1,inference,She doesn't tell the teacher because Rachel whispered to her and said 'Don't tell on me. I'm your best friend.',20,0.4,0.2,0.1,0.25,,,,,0.2225,0.6541,0.8691,0.7507,0.8016,0.8691,0.0675,WAYPOINT1,0.5176,True,0.3996,0.0,1.0,0.0,0.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q2,metacognitive,I got it from the comic. There is a speech bubble where Rachel says that exact thing to Sarah.,19,0.2,0.0,0.0667,0.0,,,,,0.0733,0.3948,0.7267,0.4386,0.6256,0.7267,0.1011,WAYPOINT1,0.5308,True,0.3478,0.0,0.0,0.0,0.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q3,inference,A lesson could be that you should tell the teacher nothing is going on if your best friend asks you not to tell on them.,25,0.4,0.2,0.1,0.5,,,,,0.26,0.6324,0.7503,0.776,0.7576,0.776,0.0183,,0.5229,True,0.4177,0.0,1.0,1.0,0.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q4,metacognitive,"Because that is what happens at the end of the story. The teacher asks Sarah if something is going on, and Sarah says nothing is going on and keeps taking her test.",32,0.6,0.0,0.2,0.25,,,,,0.2575,0.4307,0.6641,0.4425,0.6872,0.6872,0.0231,,0.541,True,0.4276,1.0,0.0,0.0,0.0,,,,
R0012,WAYPOINT1,comic,moderate,stealing,q1,inference,He kept the wallet because it had $300 inside and he wanted to buy the red bike he saw earlier.,20,0.4,0.0,0.1333,0.5,,,,,0.2217,0.4938,0.8808,0.7431,0.728,0.8808,0.1377,WAYPOINT1,0.5331,True,0.4085,,,,,1.0,0.0,0.0,1.0
R0012,WAYPOINT1,comic,moderate,stealing,q2,metacognitive,"The comic shows him opening the wallet, seeing the money, and saying 'With that money, I could buy that red bike!'",21,0.2,0.0,0.0,0.0,,,,,0.05,0.3289,0.7343,0.4293,0.6544,0.7343,0.0799,WAYPOINT1,0.5521,True,0.3513,,,,,0.0,0.0,0.0,0.0
R0012,WAYPOINT1,comic,moderate,stealing,q3,inference,You shouldn't lie and keep a lady's wallet just because you want a new bike.,15,0.2,0.25,0.075,0.75,,,,,0.2512,0.3761,0.6222,0.5962,0.566,0.6222,0.026,,0.5419,True,0.4256,,,,,1.0,1.0,0.0,1.0
R0012,WAYPOINT1,comic,moderate,stealing,q4,metacognitive,"Because in the story, Billy gets mad his parents won't buy him the $300 bike, so he takes the wallet the lady left behind and tells her he doesn't know where it is.",33,0.6,0.0,0.2,0.0,,,,,0.22,0.5286,0.7876,0.5537,0.8217,0.8217,0.0341,,0.54,True,0.412,,,,,0.0,0.0,0.0,0.0
R0013,WAYPOINT1,comic,little,cat,q1,inference,"Um, I think he kept the cat because he saw that it was sad and sitting in the rain shaking.",20,0.2,0.2,0.2,0.5,0.0,1.0,0.0,1.0,0.245,0.639,0.9386,0.7765,0.6891,0.9386,0.1621,WAYPOINT1,0.4994,True,0.3976,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q2,metacognitive,"Because the words in the comic say the boy saw how sad the cat was, and then he called him a real friend and took him home.",27,0.2,0.4,0.2,0.5,0.0,1.0,0.0,1.0,0.295,0.4943,0.6935,0.545,0.6119,0.6935,0.0816,WAYPOINT1,0.5145,True,0.4267,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q3,inference,Maybe the lesson is to pet the dirty cat even if other kids say they won't play basketball with you.,20,0.4,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.175,0.5776,0.6824,0.6152,0.6431,0.6824,0.0392,,0.5086,True,0.3752,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q4,metacognitive,I picked that because at the end the boy bent down and pet the cat anyways when the kids were yelling at him to stop.,25,0.2,0.0,0.0667,0.25,0.0,0.0,1.0,0.0,0.1108,0.4648,0.714,0.4953,0.6122,0.714,0.1018,WAYPOINT1,0.5163,True,0.3541,,,,,,,,
R0013,WAYPOINT1,comic,little,lying,q1,inference,Sarah doesn't tell because Rachel is her best friend and asked her not to tell.,15,0.2,0.2,0.0,0.25,,,,,0.1375,0.6261,0.9411,0.8499,0.834,0.9411,0.0912,WAYPOINT1,0.5273,True,0.3714,0.0,1.0,0.0,0.0,,,,
R0013,WAYPOINT1,comic,little,lying,q2,metacognitive,Rachel says 'Don't tell on me. I'm your best friend' in one of the bubbles.,15,0.6,0.2,0.0,0.25,,,,,0.2375,0.3736,0.6771,0.5648,0.5803,0.6771,0.0968,WAYPOINT1,0.5385,True,0.4181,0.0,1.0,0.0,0.0,,,,
R0013,WAYPOINT1,comic,little,lying,q3,inference,To not cheat on your tests.,6,0.0,0.0,0.0,0.0,,,,,0.0,0.4499,0.7651,0.5007,0.5309,0.7651,0.2342,WAYPOINT1,0.4984,True,0.299,0.0,0.0,0.0,0.0,,,,
R0013,WAYPOINT1,comic,little,lying,q4,metacognitive,Because the teacher told them no cheating and it was written on the board.,14,0.0,0.0,0.0,0.0,,,,,0.0,0.4182,0.6611,0.4419,0.4573,0.6611,0.2038,WAYPOINT1,0.4914,True,0.2948,0.0,0.0,0.0,0.0,,,,
R0013,WAYPOINT1,comic,little,stealing,q1,inference,"Well, he wanted to buy the red bike. He opened the wallet and saw 300 dollars inside it.",18,0.6,0.0,0.1,0.5,,,,,0.26,0.509,0.808,0.7088,0.6828,0.808,0.0992,WAYPOINT1,0.526,True,0.4196,,,,,1.0,0.0,0.0,1.0
R0013,WAYPOINT1,comic,little,stealing,q2,metacognitive,"In the picture he says 'With that money, I could buy that red bike!'",14,0.2,0.0,0.0,0.0,,,,,0.05,0.3717,0.7033,0.4487,0.5422,0.7033,0.1611,WAYPOINT1,0.5207,True,0.3324,,,,,0.0,0.0,0.0,0.0
R0013,WAYPOINT1,comic,little,stealing,q3,inference,"Um, don't leave your wallet at the table when you get ice cream.",13,0.2,0.25,0.0,0.0,,,,,0.1125,0.5413,0.5239,0.4706,0.4125,0.5413,0.0174,,0.4624,True,0.3224,,,,,0.0,0.0,0.0,0.0
R0013,WAYPOINT1,comic,little,stealing,q4,metacognitive,"Because the story says the lady left her wallet on the table and Billy grabbed it, so she couldn't find it.",21,0.8,0.0,0.2667,0.0,,,,,0.2933,0.4922,0.8571,0.5105,0.6814,0.8571,0.1757,WAYPOINT1,0.5145,True,0.426,,,,,0.0,0.0,0.0,0.0
R0014,WAYPOINT1,text,moderate,cat,q1,inference,"He kept the cat because he saw that it was sitting in the rain, wet, cold, and shaking, and he called the cat a real friend.",26,0.4,0.4,0.4,0.5,0.0,1.0,0.0,1.0,0.415,0.5514,0.8969,0.8332,0.699,0.8969,0.0637,WAYPOINT1,0.5212,True,0.4787,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q2,metacognitive,"The story says the red headed boy saw how sad the cat was, so he walked over to it and told the cat he was going to take it to his home.",32,0.4,0.0,0.0667,0.75,0.0,1.0,1.0,1.0,0.2358,0.4722,0.7712,0.3869,0.5948,0.7712,0.1764,WAYPOINT1,0.4988,True,0.3936,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q3,inference,A lesson you can learn is to pet a sad cat even if other kids say you can't play basketball with them anymore.,23,0.2,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.125,0.543,0.6934,0.6371,0.6622,0.6934,0.0312,,0.5198,True,0.3619,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q4,metacognitive,"I wrote that because the boy's friends told him he couldn't play basketball if he touched the dirty cat, but he bent down and pet it anyways.",27,0.4,0.0,0.1333,0.0,0.0,0.0,0.0,0.0,0.1467,0.4256,0.662,0.5194,0.6163,0.662,0.0457,,0.5322,True,0.378,,,,,,,,
R0014,WAYPOINT1,text,moderate,lying,q1,inference,Sarah doesn't tell the teacher because Rachel whispered to her to be quiet and said 'Don't tell on me. I'm your best friend.',23,0.6,0.2,0.1333,0.25,,,,,0.2842,0.5885,0.9413,0.8419,0.8793,0.9413,0.0619,WAYPOINT1,0.5396,True,0.4374,0.0,1.0,0.0,0.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q2,metacognitive,I thought of this because it says right in the text that Rachel told her not to tell right before the teacher asked if something was going on.,28,0.2,0.0,0.0667,0.25,,,,,0.1108,0.4226,0.7343,0.5711,0.6626,0.7343,0.0716,WAYPOINT1,0.5388,True,0.3676,1.0,0.0,0.0,0.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q3,inference,"A lesson you could learn is that if you don't study for a test at all, you might end up copying another student's answer sheet.",25,0.4,0.0,0.0667,0.0,,,,,0.1233,0.6164,0.8322,0.5684,0.5597,0.8322,0.2158,WAYPOINT1,0.4719,True,0.3325,0.0,0.0,0.0,0.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q4,metacognitive,"I said that because Rachel admitted at the beginning that she didn't study, and then later Sarah saw her looking over the shoulder of the kid in front of her to copy.",32,0.4,0.0,0.2,0.0,,,,,0.17,0.408,0.8449,0.4601,0.6523,0.8449,0.1927,WAYPOINT1,0.5245,True,0.3827,0.0,0.0,0.0,0.0,,,,
R0014,WAYPOINT1,text,moderate,stealing,q1,inference,"He kept the wallet because it had $300 inside, and he wanted to use the money to buy the beautiful red bike.",22,0.4,0.0,0.1333,0.25,,,,,0.1842,0.4786,0.8603,0.7477,0.7376,0.8603,0.1126,WAYPOINT1,0.5392,True,0.3972,,,,,0.0,0.0,0.0,1.0
R0014,WAYPOINT1,text,moderate,stealing,q2,metacognitive,"In the story, Billy looked inside the wallet and said 'With that money, I could buy that red bike!'.",19,0.4,0.0,0.0,0.0,,,,,0.1,0.3027,0.9392,0.4597,0.7613,0.9392,0.1779,WAYPOINT1,0.5607,True,0.3764,,,,,0.0,0.0,0.0,0.0
R0014,WAYPOINT1,text,moderate,stealing,q3,inference,A lesson is that you shouldn't grab a lady's wallet and lie to her when she comes back looking for it.,21,0.4,0.25,0.1083,0.25,,,,,0.2379,0.5873,0.7852,0.7416,0.6787,0.7852,0.0437,,0.5138,True,0.4034,,,,,0.0,1.0,0.0,0.0
R0014,WAYPOINT1,text,moderate,stealing,q4,metacognitive,"I thought of that because the text says the lady came back asking if he saw her wallet, and Billy lied and said he didn't know where it was.",29,0.4,0.25,0.1083,0.5,,,,,0.2754,0.4339,0.8864,0.5144,0.6934,0.8864,0.193,WAYPOINT1,0.5268,True,0.4262,,,,,1.0,1.0,0.0,0.0
R0015,WAYPOINT1,text,little,cat,q1,inference,He kept the cat because he saw how sad it was in the rain and he wanted to be its real friend.,22,0.4,0.4,0.2667,0.75,0.0,1.0,1.0,1.0,0.4058,0.564,0.9204,0.809,0.7241,0.9204,0.1114,WAYPOINT1,0.5204,True,0.4746,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q2,metacognitive,I think this because the story says he saw the cat was sad and then he said 'hey there real friend'.,21,0.2,0.2,0.1333,0.5,0.0,1.0,0.0,1.0,0.2217,0.51,0.7616,0.5704,0.6551,0.7616,0.1064,WAYPOINT1,0.5163,True,0.3985,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q3,inference,"Um, maybe the lesson is to pet the cat anyways even if the other boys say you can't play basketball with them.",22,0.4,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.175,0.5785,0.6499,0.6379,0.6453,0.6499,0.0046,,0.5125,True,0.3775,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q4,metacognitive,Because that is what Bruno did at the end. He pet the cat and took him home after the boy said he couldn't play with them.,26,0.4,0.4,0.2667,0.25,0.0,0.0,1.0,0.0,0.3308,0.3851,0.8059,0.4176,0.7472,0.8059,0.0587,WAYPOINT1,0.5494,True,0.462,,,,,,,,
R0015,WAYPOINT1,text,little,lying,q1,inference,Because Rachel told her to be quiet and said she is her best friend.,14,0.4,0.2,0.2,0.25,,,,,0.2575,0.5258,0.7622,0.6304,0.7018,0.7622,0.0603,WAYPOINT1,0.5252,True,0.4181,0.0,1.0,0.0,0.0,,,,
R0015,WAYPOINT1,text,little,lying,q2,metacognitive,I just read it in the story. Rachel whispered 'Don't tell on me' right before the teacher asked Sarah.,19,0.6,0.2,0.0,0.25,,,,,0.2375,0.3802,0.8129,0.5357,0.6783,0.8129,0.1345,WAYPOINT1,0.5427,True,0.4206,0.0,0.0,1.0,0.0,,,,
R0015,WAYPOINT1,text,little,lying,q3,inference,You shouldn't cheat on a math test or tell your best friend to hide it.,15,0.6,0.4,0.1667,0.75,,,,,0.4208,0.5816,0.7134,0.5942,0.618,0.7134,0.0954,WAYPOINT1,0.4993,True,0.4679,1.0,1.0,0.0,1.0,,,,
R0015,WAYPOINT1,text,little,lying,q4,metacognitive,"Because the teacher said no cheating in the story, but Rachel just copied the kid in front of her anyway.",20,0.2,0.0,0.0333,0.0,,,,,0.0617,0.4141,0.804,0.4533,0.669,0.804,0.135,WAYPOINT1,0.5295,True,0.3424,0.0,0.0,0.0,0.0,,,,
R0015,WAYPOINT1,text,little,stealing,q1,inference,um he kept it because it had $300 in it to buy the red bike.,15,0.4,0.0,0.1333,0.0,,,,,0.1467,0.4869,0.8195,0.7222,0.5961,0.8195,0.0973,WAYPOINT1,0.5146,True,0.3674,,,,,0.0,0.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q2,metacognitive,"in the story he opens the wallet and says 'With that money, I could buy that red bike!'.",18,0.2,0.0,0.0,0.0,,,,,0.05,0.3135,0.8353,0.4847,0.6865,0.8353,0.1488,WAYPOINT1,0.5552,True,0.3531,,,,,0.0,0.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q3,inference,maybe the lesson is don't say you don't know where a wallet is when someone asks for it.,18,0.0,0.0,0.0,0.0,,,,,0.0,0.5413,0.7147,0.6,0.5209,0.7147,0.1147,WAYPOINT1,0.4877,True,0.2926,,,,,0.0,0.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q4,metacognitive,"because the lady came back and asked him if he saw her wallet and he said 'No, I don't know where it is'.",23,0.4,0.0,0.0667,0.5,,,,,0.1983,0.4397,0.7594,0.4965,0.5062,0.7594,0.2531,WAYPOINT1,0.4952,True,0.3764,,,,,1.0,1.0,0.0,0.0
